<<<<<<< HEAD
,text,label
203,Newscast - Numbers Week: What will the Fed fed next?,1
204,Update 3-Vivendi's Canal Plus offer to buy the rest of South Africa's Multichoice,1
205,The billionaire Musk says he is not interested in acquiring Tiktok,1
206,CONTROLS - EE. UU.,1
207,Deals of the day-Mergers and acquisitions,1
208,"Update the agreement agreement ITA Airways 3-LUFTHANSA can reduce competition, EU warns",1
209,Update the channel more Vivendi.,1
210,Media -Sycamore speaking with private credit companies for debt financing for Walgreens Deal - Bloomberg News potential,1
211,Update 3-European Union warns ITA Airways Agreement to reduce reduce competition,1
212,Newscasts - Trading in the afternoon: Nvidia crosses Amazon's market price,1
213,Deals of day links and acquisitions,1
214,RPT-BREAKINGViews-John Malone M & A Cleaning costs Minority investors,1
215,Update 2-EQT to purchase the digital consulting company for around $ 3 billion,1
216,New German finance minister does not plan 2024 budget freeze,1
217,Newscast -US Morninvestg Call: Israel [MASK]vests billions of dollars [MASK] Intel.,1
218,News releases - US Night -time Call: Wall Spur Wall Street Rellight Rally,1
219,Sources said,1
220,Newscast - Wall Street ends at the end of a short week of strong holidays,1
221,UPDATE 3-Lufthansa's ITA Airways deal could reduce competitioncompetition EU warns,1
222,Sources say,1
223,Newscast -Trading at noon: NVIDIA surpasses Amazon's s value.,1
224,"Update 1-EU Ponditions Potential powers Nvidia Hardware Bundling, as it analyzes the execution: ai deal",1
225,Factbox##boxactivist Elliot's recent holdings and campaign,1
226,NEWCACTS - Wall Street ends at the end of the high week of the holidays,1
227,Billionaire Musk says he's not interested in the acquisition of Tiktok,1
228,RPT-BUZZ-US stocks weekly: Mishmash,1
229,Elliott's recent ownership and factbox-activist campaign,1
230,Update 4-Cemenss's $ 10.6 billion Altar Deal strengthened its industrial software,1
231,"RPT-exclusive relationship and Disney offer concessions to gain cartel nic for media handling in India, , sources",1
232,"Neuronetics tanks on the network quarter, an announcement of acquisition",1
233,Update 4-Cemenss's $ 10.6 billion Altar Deal strengthened its industrial software,1
234,RPT BreakingView Drugstore $ 6 Bln Deal has sick governance,1
235,All day of acquisition contract,1
236,Update 9-paramount leaves exclusive conversations with Skydance-decays,1
237,Elabs Musk may be forced to testify again in the SEC Twitter absorpti[MASK] [MASK] Twitter,1
238,The new German german minister does not plan 2024,1
239,Day merger and acquisition deals,1
240,Factbox-List of the United Kingdom Competition Regulator cases such as a new chief steps in,1
241,Update 9-Paramount will be exclusively negotiated in case of Skydance error,1
242,RPT-BreakingViews-John Malone M&A Cleanup costs minority investors,1
243,Factbox list of UK competition regulation cces [MASK] a step for new bosses,1
244,RPT-BreakingViews-John Malone M&A Cleanup costs minority investors,1
245,"Following the announcement of Kilet's investment, Arcus Biocheusus shares up to $ 18 after Bell Trade",1
246,Newscast newsWall Street ends after a strong vacation.,1
247,Debt financing financing to private credit companies on potential Walgreens deals - Bloomberg News News,1
248,Nokia taps the AI ​​boom with $ 2.3 BLN Infinira,1
249,The AMD $ 4.9 ZT systems agreement faces the EU antitrust decision by March 12,1
250,UPDATE 8-Mars to buy Pringles maker Kellanova for for36 billion in 2024's biggest deal,1
251,Update 1-EU Watchdog Potential Nvidia checks hardware bundling as it investigates the run: AI Deal,1
252,Factbox list of UK competition regulation cases as a step for new bosses,1
253,Air France-KLM is looking for partners for sustainable fuel in Portugal before the tap sale,1
254,RPT-BUZZ-US Stocks Weekly: Mishmash,1
255,RPT-BreakingViews-A South Korean EV will inspire reversal copy,1
256,Elon Musk may be forced to testify again in SEC's Twitter takeover probe,1
257,Synopsys' $ 35 BLN Anys deal under UK Regulatory Investigation,1
258,News Broadcasts - Africa in Business: From Anglo to Amazon,1
259,Newscast - Africa for Business: From Anglo to Amazon,1
260,RPT-BREAKINGVIEWS-D.ugsto[MASK]e $6 bln deal has sickly gove[MASK]nance,1
261,Nokia taps the AI ​​ai with $ 2.3 BLN Infinira,1
262,Billioner Mask says that he is not interested in in dichoca,1
263,News - week in numbersnumbers what will the Fed will do next?,1
264,RPT-BREAKEVIEWS-Drugstore $ 6 BLN Painful Management Transactions,1
265,"EXCLUSIVE-ByteDance prefers TikTok shutdown in US if legal options fail, sources say",1
266,Air France-KLM seeks partners for sustainable fuel in Portugal ahead of TAP sale,1
267,AMD's $4.9 bln ZT Systems deal faces EU antitrust decision by March 12,1
268,"ITA AirWays 3-Lufthansa transaction update can reduce competition, warns the EU warns",1
269,RPT-Buzz-US Stock Weekly: Mishmash,1
270,Newscast -US Morning Call: Record TSMC Results Wall Street Relief Rally,1
271,News Broadcasts reports U.S. Morning Call: Israel invests billions of dollars on Intel,1
272,Day and acquisition transactions,1
273,RPT-BreakingViews-A South Korean EV will inspire rkoreanersal copy,1
274,News Broadcast - U.S. Morning Phone: Investors' appetite returns after selling selling after delivery,1
275,Day-Migers and Acquisitions offers,1
276,Update 3-Vivendi's Canal Plus offers to buy the remaining Multichoice of South Africa,1
277,"News releases - US Night -time Call: Alphabet, Microsoft and Intel Due after Markets Close",1
278,Synopsys' $35 BLN ANSYS Agreement under review by UK regulators,1
279,RPT-BREAKINGVIEWS-A South Korea EV reversal will inspire imitators,1
280,Air France-KLM looking for partners for sustainable fuel in Portugal before the sale of Take,1
281,Newscasts - Trading at Noon: It's a sluggish start for Wall Street ahead of Fed rate week,1
282,"Updated .-eqt to get the perfection of digital consulting firms, about $3 billion",1
283,The new German Finance Minister does not plan the 2024 freezing budget,1
284,Billionaire Musk says not interested in acquiring Tiktok,1
285,Update 2-EQT and acquire Digital Consultancy company Perficient for about $ 3 billion.,1
286,"Exclusive post holdings working with bankers on a possible Weston lamb agreement, say sources",1
287,Update 3-Vivendi'' Canal Plu[MASK] offer to buy the re[MASK]t of South Africa'[MASK] Multichoice,1
288,News Broadcasts - Africa in Businessbusiness From Anglo to Amazon,1
289,News releases - Trade at noon: this is a sluggish typical for Wall -Sustritis before a week by price.,1
290,Factbox-List of of United Kingdom Competition Regulator cases such as a new chief steps in,1
291,Elon Musk may be compelled to testify again in SEC's Twitter takeover probe,1
292,Update 1-EU Monitoring Group Studies Possible Nvidia Hardware Package: AI Agreement,1
293,Newscasts - US Morning Call: Markets set to open lower amid global rout,1
294,"RPT-exclusive relationship and Disney offer concessions to gain cartel nic for media handling in India, say sources",1
295,9-Paramount update will allow exclusive negotiations with Skydance the Lawse,1
296,Air France-KLM ffords a partner for susta[MASK]able fuel [MASK] Portugal before Tap Sale.,1
297,Sycamore Media-Sycamore with Private Credit Companies About Debt Financing for Candidates for Walgreens Deal-Bloomberg News,1
298,"BUZZ-Neuronetics tanks on Q2 net loss, aconuisition announcement",1
299,The new German finance ministers do not plan to to the 2024 budget.,1
300,News releases - US Night -time call: markets installed to open the lower among the global route,1
301,Newscast -Note Note: What will the Fed to do next?,1
302,News Broadcasting - African Business: From Anglo to Amazon,1
303,France-klm seeks Portugal’s sustainable fuel partner before Tap Sale,1
304,News - week in numbers: what will the Fed will do next?,1
305,Nokia AI Boom 3 2.3 PLN Taps with Infinera Purchase,1
306,RPT-Buzz-US Stocks Weekly: Mishmah,1
307,"Malaysia Fast Food Operators Malaysia QSR Rack IPO Plan in the middle of a boycott campaign, said the source",1
308,NEWCACTS - US Morning Call: Save TSMC results,1
309,The AMD $ 4.9 ZT systems agreement faces the EU antitrust decision by March 12,1
310,Newscast -Trading at noon: It is a slow start to start Wall Street than the Fed Rate Week.,1
311,"Updated 2-eqt to get the perfection of digital consulting firms, about $3 billion",1
312,Elon Musk may be forced to testify again in SEC's Twitter takeover probe,1
313,NewsCASTS - US call: Investor appetite rendits after the sale according to the Fed,1
314,Nokia taps ai boom with purchase of infinera of $ 2.3 bln,1
315,Nokia taps AI Boom with a $2.3 BLN INFINERA purchase,1
316,Get 2-EQT to acquire a digital consulting company for around $3 billion,1
317,Newscasts - UU morning call,1
318,RPT-Buzz-US Stock Weekly: Mishmash,1
319,NEWSTE - NVIDIA NewCASCTS GOS HOPS THE MEMAGNE VALUE OF AMAZON,1
320,. 35 BLN Ansys transactions of Synopsys under the UK regulators' survey,1
321,Newscasts - Musk wants to transfer Tesla incorporation to Texas,1
322,"If the legal options fail, the exclusive-disadvantage prefers dictoc shutdown in the United States, sources say",1
323,RPT-BUZZ-US WEEKLY weekly: Mishmash,1
324,RPT BreakingView-John Malone M&A clearing work cost minority investors,1
325,RPT-Buzz-US Stocks Weekly: Mishmah,1
326,Newscasts - U.S. Morning Call: Israel invests billions of dollars in Intel,1
327,Recent holdings holdings campaigns of Factbox-Activist Elliott,1
328,AMD's $4.9 BLN ZT Systems Deal faces EU antitrust decision.,1
329,RPT-BUZZ-US Stocks Weekly: Mishmash,1
330,Newscasts - US Morning Call: Investor appetite returns after post-Fed selloff,1
331,RPT-BUZZ-US SHARE WEEKS: Mishmash,1
332,"Buzz-launquetics tanks on the net loss of the first quarter, an an announcement",1
333,Elon Musk could be forced to testify again on the SEC's Twitter Takeover Probe,1
334,Newscasts - Wall Street ends at the end of the strong holiday week,1
335,Recent holdings and campaigns of Factbox-Activist Elliott,1
336,Newscasts . Trading at Noon: Nvidia surpasses Amazon's market value,1
337,Newscasts - US Morning Call: Investors Returns after hunger post -service,1
338,News Broadcasts - Week in numbers: What will the central bank do next?,1
339,Update the channel more Vivendi.,1
340,3-VIVENDI'S Canal Plus Update to buy multicus from South Africa,1
341,"Buzz-neuronetics tanks on Q2 Net Loss, Announcement announcement Acquisitions",1
342,Newscast -US Morning Call: A market where the market will be held low during the global route,1
343,Update 8-Mars buys Pringles Maker Kellanova for $36 billion in the biggest deal of 2024,1
344,Deals of day links links acquisitions,1
345,Update 1-eu-watchdog probes potential Nvidia hardware bundling while it is examining the run: AI deal,1
346,Newscasts . Trading in the afternoon: This is a dull start for Wall Street before Fed Rate Week,1
347,Update 4-Siemens' Altair Deal in 10.6 billion dollars. US enhances the supply of industrial software,1
348,Update Altair's agreement worth $ 10.6 billion 4-SENERIENS Strengthening its industrial software offerings,1
349,Billionaire Musk says not interested in acquiring TikTok,1
350,Air France-KLM seeks partners for sustainable fuel in Portugal before the tap cell,1
351,Synopsys $ 35 Bln Ansys Deal under the British regulatory authority examination,1
352,Newscast -Trading at noon: NVIDIA surpasses Amazon's market value.,1
353,Billionaire Musk says not interested in acquiring Tiktok,1
354,New German Finance Minister has not planned planned freeze the 2024 budget,1
355,rpt-brakingViews-A Korean EV reversal stimulates imitation,1
356,RPT-BreakingViews-Drugstore $ 6 BLN transactions are sick,1
357,News Broadcasts - US Morning Call: Markets are less than than global method,1
358,RPT-BUZZ-US us weekly: mixed mash,1
359,Japanese AZ-COM Launches a tender offer for cold & frozen logistics,1
360,NEWCACTS post US MORNING CALL: Investor APPTITE returns after post [MASK]fed sale,1
361,"Exclusive postwestonHoldings who work with bankers on a possible Lamb Weston[MASK]Deal, say sources, so sources",1
362,"Update 3-Luffle's ITA Airways airways may reduce competition, European Union warns",1
363,Newscasts - US Morning Call: Markets set to open lower amid global globalut,1
364,Dealer and acquisition deal,1
365,Update 8-Mars buys Pringles Maker Kellanova for $36 billion in the biggest deal of 2024,1
366,Sources sources,1
367,AMD's $4.9 bln ZT Systems deal faces EU antitrust decision by March 12,1
368,AMD's $4.9 BLN ZT Systems Deal faces EU antitrust decision.,1
369,"News releases - US Night -time Call: Alphabet, Microsoft and Intel Due after Markets Close",1
370,"Exclusive-bytedance prefers the closure of Tiktok in the US. If the legal options fail, the sources say",1
371,"RPD-P.atyaga-Distu[MASK]bed, Disney India offe[MASK]s concessions to win hopeless app[MASK]oval fo[MASK] media connectivity, sou[MASK]ces say",1
372,NewsCASTS - US call: Investor appetite rendits after the sale sale to the Fed,1
373,"Malaysian Fast Food Operator QSR shelves IPO Plans in the middle of the boycott campaign, say sources",1
374,Sources said,1
375,Newscast - Africa in Business: Anglo to Amazon,1
376,"Q2 Net Loss, Buzz-Neuronetic Tanks on Acquisition Notification",1
377,Latest stocks and campaigns of Factbox-Octavist Eliot,1
378,"EXCLUSIVE-Post Holdings working with bankers on possible Lamb Weston deal, sources say",1
379,Billioner Mask says that he is not interested in getting dichoca,1
380,Air France-KLM looking for partners for sustainable fuel in Portugal before the sale of Take,1
381,NEWCACTS - The week in numbers: What what the Fed [MASK] be?,1
382,Update 3-Vivendi's Canal Plus offers to buy the remaining Multichoice of South Africa,1
383,Update 8 Mars to buy Pringles Maker Keranova for $36 billion in the biggest deal of 2024,1
384,Renewal 3-Vivende's Canal and Buy Multicois Buy the rest of South Africa,1
385,Newscast - Africa for Business: From Anglo anglo Amazon,1
386,Billionaire Musk says that there is no interest in achieving Tiktok,1
387,"Malaysian fast food operator QSR shelves IPO plans amid boycott campaign, sources say",1
388,"Update the agreement of ITA Airways 3-LUFTHANSA can reduce competition, EU warns",1
389,The new German Finance Minister does not plan plan 2024 freezing budget,1
390,Update 4-SIEMENS $ 10.6 billion ALTAIR DEAL strengthens industrial software offering.,1
391,"Newscasts - US Morning Call: Alphabet, Microsoft, and Intel intel after markets close",1
392,The AMD $ 4.9 ZT systems agreement faces is EU antitrust decision by March 12,1
393,UPDATE 9-Paramount will let exclusive talks with Skydance lapse,1
394,Update 8 March to buy a manufacturer Pringles Kellanova for $ 36 billion in the largest transaction of 2024.,1
